ds,Actual_TOT_PAID,Prediction_TOT_PAID,Prediction_TOT_PAID_lower,Prediction_TOT_PAID_upper,source,Actual_BUDGET_AMT,Forecast_BUDGET_AMT,Actual_NBR_MURDER,Forecast_NBR_MURDER,model_run_datetime
2022-03-31,2514404.64,2077662.4655813496,1613782.0791765405,2548598.127117763,Fitted,2124246.626,2865658.821284225,20.0,17.636477331980426,2025-03-22 17:57:08
2022-04-30,2446739.48,2223626.9723684005,1758646.0026671062,2701089.6435542936,Fitted,2909220.885,2641792.8154949606,16.0,16.789118376376607,2025-03-22 17:57:08
2022-05-31,2441604.89,2107510.396140122,1686332.4296108221,2593048.3384761424,Fitted,2064729.91,2550695.997028938,10.0,16.842080088809972,2025-03-22 17:57:08
2022-06-30,1925807.55,1969417.7078755463,1503193.871804651,2457540.161545437,Fitted,2442759.869,2551981.499095772,23.0,17.301918744120503,2025-03-22 17:57:08
2022-07-31,2033204.28,2226941.7931944127,1790505.318538837,2677435.6296570073,Fitted,1084939.88,2433760.885310133,4.0,12.570365512677654,2025-03-22 17:57:08
2022-08-31,1928347.96,1816460.790941467,1348553.792999034,2299732.2732777726,Fitted,1887930.45,2462021.6805584575,19.0,13.645041347163389,2025-03-22 17:57:08
2022-09-30,1548099.3,1680142.8273974173,1246374.192417993,2166971.037171236,Fitted,3137573.98,2685219.925991534,26.0,16.654817134411857,2025-03-22 17:57:08
2022-10-31,1858951.59,1820936.0802752096,1346189.9229394435,2285682.186660414,Fitted,2047855.362,2527792.1916748015,19.0,16.38497741015371,2025-03-22 17:57:08
2022-11-30,1700787.46,1949293.489518825,1503087.6622593547,2443481.308897475,Fitted,3235523.19,2757696.2859192383,18.0,16.24858646533131,2025-03-22 17:57:08
2022-12-31,2132207.16,1934368.2876642467,1489379.3437881926,2431845.678107152,Fitted,2131180.01,2270045.281201983,26.0,13.959513172135784,2025-03-22 17:57:08
2023-01-31,2556658.3,2140429.4718229994,1680184.1265175089,2615765.0645328453,Fitted,2607551.54,2801072.0606657113,14.0,16.195815220837954,2025-03-22 17:57:08
2023-02-28,2066868.09,2023460.9434895425,1543866.3638312148,2503132.510849581,Fitted,3052788.58,2747212.0888448763,15.0,16.296679313360826,2025-03-22 17:57:08
2023-03-31,2386457.31,2083198.0240194856,1621652.841599625,2599928.5220167763,Fitted,3042895.71,2916358.007487623,18.0,18.10682827826153,2025-03-22 17:57:08
2023-04-30,2078173.5,2232662.7973419293,1761054.9010081817,2673648.403226375,Fitted,1022852.888,2664646.7379380995,10.0,17.298452468970837,2025-03-22 17:57:08
2023-05-31,2325673.15,2111927.5273621334,1668149.873228799,2563783.2344482485,Fitted,3311208.47,2596116.0127067543,22.0,17.313329537830054,2025-03-22 17:57:08
2023-06-30,1852175.06,1981090.6469791904,1509747.7138886063,2420805.838073884,Fitted,3080543.12,2579139.2018958083,21.0,17.81831812636274,2025-03-22 17:57:08
2023-07-31,1921717.36,2241613.2833749224,1783993.48212894,2701898.412410814,Fitted,2217186.32,2471865.369032108,16.0,12.938942947540651,2025-03-22 17:57:08
2023-08-31,1446480.26,1818960.2423819762,1334683.1166866436,2311406.382965244,Fitted,3877192.63,2500864.1721623265,13.0,14.205209511727137,2025-03-22 17:57:08
2023-09-30,2270045.94,1670919.901518905,1191552.471251567,2118105.017515102,Fitted,3221570.367,2732238.475276342,26.0,17.31374147793905,2025-03-22 17:57:08
2023-10-31,1786991.95,1828357.889510387,1352456.24061086,2306236.040903669,Fitted,3113207.74,2581670.6658044197,22.0,16.775835495579496,2025-03-22 17:57:08
2023-11-30,2000769.8,1962572.2388478909,1476199.9574807421,2428515.704490004,Fitted,2878958.81,2779665.6465695375,19.0,16.69694703737654,2025-03-22 17:57:08
2023-12-31,2054317.8,1953164.3491397048,1508973.8986048552,2438138.7251776606,Fitted,2104117.68,2301631.1815425004,10.0,14.308312009234989,2025-03-22 17:57:08
2024-01-31,2576562.57,2137188.075349338,1669543.8433572717,2598498.569751258,Fitted,2843154.1,2825186.669264956,22.0,16.864558955918326,2025-03-22 17:57:08
2024-02-29,2389917.93,2047368.1256694114,1586386.733382844,2485937.2568502855,Fitted,3079523.66,2726796.367647063,22.0,16.89188492552277,2025-03-22 17:57:08
2024-03-31,1613714.32,2091118.5370769077,1648210.5555901253,2553959.2255368535,Fitted,2926001.911,2916928.1543654334,23.0,18.66117753315365,2025-03-22 17:57:08
2024-04-30,2487742.59,2229549.9391298406,1794706.273798193,2680185.562692253,Fitted,2391873.556,2749672.799091659,22.0,17.73747976891073,2025-03-22 17:57:08
2024-05-31,2581158.45,2122861.7558355853,1640429.7913950114,2559580.181696191,Fitted,3131958.56,2614021.4937255615,17.0,17.866040711343135,2025-03-22 17:57:08
