ds,Actual_TOT_PAID,Prediction_TOT_PAID,Prediction_TOT_PAID_lower,Prediction_TOT_PAID_upper,source,Actual_BUDGET_AMT,Forecast_BUDGET_AMT,Actual_NBR_MURDER,Forecast_NBR_MURDER,model_run_datetime
2024-06-30,1704088.77,1970445.2730292215,1457142.0604121264,2407243.6701738867,Fitted,3407866.06,2651778.1919130175,14.0,18.231452272080187,2025-03-22 17:57:08
2024-07-31,2315878.7,2220516.3492417345,1748335.2603756427,2700929.494261612,Fitted,2726852.25,2512600.792502287,10.0,13.809294494426245,2025-03-22 17:57:08
2024-08-31,1710478.78,1834471.7716771527,1347432.5659423654,2300652.8611493083,Fitted,1792933.271,2539403.308184447,9.0,14.505527102149582,2025-03-22 17:57:08
2024-09-30,1577852.82,1723072.2465318763,1257217.516102086,2182577.7189160152,Fitted,2967290.695,2745553.5721169375,10.0,17.295172107196656,2025-03-22 17:57:08
2024-10-31,1708064.91,1831253.0883462266,1323380.409045615,2305215.2029819954,Fitted,2656318.21,2573189.21826316,20.0,17.55862074004371,2025-03-22 17:57:08
2024-11-30,1326014.32,1947164.7373877107,1466278.365939822,2403685.464858531,Fitted,3417666.784,2866404.8238256723,14.0,17.316631697659584,2025-03-22 17:57:08
2024-12-31,1659811.14,1920060.038276889,1487442.1157367877,2410804.225064186,Fitted,2071062.16,2361746.0616475367,16.0,15.242493481727502,2025-03-22 17:57:08
2025-01-31,2131294.37,2169683.2116823955,1732582.7251784354,2652779.895972021,Fitted,3073348.775,2908029.5895331516,19.0,16.832561314796475,2025-03-22 17:57:08
2025-02-28,2398968.34,2047257.7719224747,1579258.684991635,2541884.315715653,Fitted,3173980.76,2784671.425737976,18.0,17.35124484616613,2025-03-22 17:57:08
2025-03-31,,2096275.5998881396,1657034.160623976,2536838.3619611617,Forecast,,2968639.731595968,,19.13300314313269,2025-03-22 17:57:08
2025-04-30,,2238560.7606236767,1827080.2873832164,2687297.455931988,Forecast,,2772936.473898308,,18.24719719238552,2025-03-22 17:57:08
2025-05-31,,2127127.824264374,1652694.7589842938,2562369.2885235352,Forecast,,2659461.3155327835,,18.33806021343671,2025-03-22 17:57:08
2025-06-30,,1981838.5320689294,1502919.2006855335,2422959.6791440216,Forecast,,2678995.6696123295,,18.751380942125525,2025-03-22 17:57:08
2025-07-31,,2235878.755789991,1719671.9690038501,2707508.1708904966,Forecast,,2550137.4763073367,,14.172266598729921,2025-03-22 17:57:08
2025-08-31,,1837606.8511614455,1401911.676465578,2306002.057342307,Forecast,,2577663.2984664952,,15.056846455366335,2025-03-22 17:57:08
2025-09-30,,1713505.908701505,1238764.9796344016,2165395.6624885923,Forecast,,2792449.6196481697,,17.960293507753228,2025-03-22 17:57:08
2025-10-31,,1837873.6029638294,1388914.3471965177,2301707.6745035397,Forecast,,2627755.7133644596,,17.9576690951491,2025-03-22 17:57:08
2025-11-30,,1960125.5820759106,1472692.0316369603,2400589.614994058,Forecast,,2889412.4334500385,,17.766930300183226,2025-03-22 17:57:08
2025-12-31,,1939300.4938308306,1469549.6027100184,2447222.3787894137,Forecast,,2392885.9660794097,,15.582691794263322,2025-03-22 17:57:08
2026-01-31,,2167236.092956906,1686031.6667262104,2632171.6880420996,Forecast,,2931487.632584764,,17.496828671428403,2025-03-22 17:57:08
2026-02-28,,2047271.417005289,1557622.652646363,2516443.49009082,Forecast,,2842883.531354406,,17.808716184010674,2025-03-22 17:57:08
2026-03-31,,2101621.2541728485,1646519.5813805514,2579415.490235139,Forecast,,3019853.729075074,,19.604083135130004,2025-03-22 17:57:08
2026-04-30,,2247585.7610951588,1756611.721304253,2696855.081234371,Forecast,,2795987.7232912807,,18.756724177475185,2025-03-22 17:57:08
2026-05-31,,2131469.18486695,1643050.856869866,2611671.8128572716,Forecast,,2704890.9048252357,,18.809685889907634,2025-03-22 17:57:08
2026-06-30,,1993376.4966022829,1517960.7450053166,2432342.2678498696,Forecast,,2706176.406892319,,19.26952454521821,2025-03-22 17:57:08
2026-07-31,,2250900.581921196,1815150.6208990358,2693041.856997894,Forecast,,2587955.793106435,,14.537971313776138,2025-03-22 17:57:08
2026-08-31,,1840419.5796682546,1349506.5950216884,2296028.0533078625,Forecast,,2616216.588354642,,15.612647148262518,2025-03-22 17:57:08
2026-09-30,,,,,,,2839414.8337878664,,18.622422935510038,2025-03-22 17:57:08
2026-10-31,,,,,,,2681987.099471043,,18.35258321125203,2025-03-22 17:57:08
2026-11-30,,,,,,,2911891.1937153884,,18.216192266428656,2025-03-22 17:57:08
