ds,Actual_TOT_PAID,Prediction_TOT_PAID,Prediction_TOT_PAID_lower,Prediction_TOT_PAID_upper,source,Actual_BUDGET_AMT,Forecast_BUDGET_AMT,Actual_NBR_MURDER,Forecast_NBR_MURDER,model_run_datetime
2020-07-31,1229852.67,2196557.554994511,1743215.9909688889,2687355.648242456,Fitted,1186189.639,2358405.8850039444,8.0,11.84168877832008,2025-03-22 17:09:54
2020-08-31,985374.84,1810512.978761374,1366690.5227276601,2271994.3749282686,Fitted,2786112.2,2385208.4006693563,7.0,12.537921365009094,2025-03-22 17:09:54
2020-09-30,1422751.82,1699113.454904351,1223863.4001746313,2191170.1211322094,Fitted,3094625.371,2591358.6645857296,13.0,15.32756634970321,2025-03-22 17:09:54
2020-10-31,1618674.85,1807294.2980501233,1321826.2361654066,2234317.453309576,Fitted,1612281.29,2418994.310715062,15.0,15.591014961516363,2025-03-22 17:09:54
2020-11-30,1674978.67,1923205.9483799706,1493827.7038890906,2384964.5528636468,Fitted,2372503.355,2712209.9162614266,15.0,15.349025898777786,2025-03-22 17:09:54
2020-12-31,1541133.31,1896101.2506006262,1443275.9379074888,2356343.2364099,Fitted,2991259.893,2207551.1540663084,15.0,13.274887661811503,2025-03-22 17:09:54
2021-01-31,2091456.27,2145724.4240339114,1691636.7314492797,2621130.019281123,Fitted,2419945.273,2753834.681884969,11.0,14.864955494919819,2025-03-22 17:09:54
2021-02-28,2011336.87,2023298.9842991387,1573632.4631587202,2478596.23477046,Fitted,2147558.449,2630476.518029346,16.0,15.383639026324229,2025-03-22 17:09:54
2021-03-31,1823234.14,2072316.8122925637,1595167.403116109,2496345.681737303,Fitted,3074563.702,2814444.8238205155,13.0,17.16539732332956,2025-03-22 17:09:54
2021-04-30,1694205.9,2214601.9730550456,1746646.1272691598,2669619.7099974523,Fitted,2425264.835,2618741.5660581524,20.0,16.27959137261971,2025-03-22 17:09:54
2021-05-31,2077831.93,2103169.0367235113,1653609.601910666,2580585.939656425,Fitted,2520745.955,2505266.407625588,11.0,16.370454393711015,2025-03-22 17:09:54
2021-06-30,1468225.88,1957879.7444453684,1472008.8349482857,2395558.0199637115,Fitted,2725533.554,2524800.761727797,20.0,16.78377512376025,2025-03-22 17:09:54
2021-07-31,1566813.21,2211919.968080701,1734032.704531148,2650068.398717634,Fitted,2766974.401,2395942.568446476,12.0,12.20466078177255,2025-03-22 17:09:54
2021-08-31,1434771.42,1813648.063366674,1355015.4490901425,2290686.022646758,Fitted,2297292.832,2423468.390629051,13.0,13.089240639814856,2025-03-22 17:09:54
2021-09-30,2094795.68,1689547.1208238695,1228228.0062529698,2134471.5713483677,Fitted,3165732.824,2638254.711833479,20.0,15.99268769356355,2025-03-22 17:09:54
2021-10-31,2004625.36,1813914.8150005003,1316593.603699232,2283275.185806299,Fitted,2340832.344,2473560.8055733484,5.0,15.990063282367753,2025-03-22 17:09:54
2021-11-30,2174466.74,1936166.7940297348,1496952.7328751641,2384889.194255571,Fitted,3144961.21,2735217.5256817644,19.0,15.799324488763109,2025-03-22 17:09:54
2021-12-31,2442210.88,1915341.7056448464,1461120.3905180532,2392608.732501269,Fitted,1478894.668,2238691.0583054484,7.0,13.61508598496303,2025-03-22 17:09:54
2022-01-31,2330815.38,2143277.304631137,1666829.3368329778,2627084.438349717,Fitted,2716352.065,2777292.7248049406,10.0,15.529222864248139,2025-03-22 17:09:54
2022-02-28,2421085.36,2023312.62855339,1555937.8254658272,2490774.4466590066,Fitted,2439887.732,2688688.623569664,17.0,15.841110378742247,2025-03-22 17:09:54
2022-03-31,2514404.64,2077662.4655813496,1615858.4462202464,2564861.210687664,Fitted,2124246.626,2865658.821284225,20.0,17.636477331980426,2025-03-22 17:09:54
2022-04-30,2446739.48,2223626.9723684005,1757026.7687666048,2698380.6189085785,Fitted,2909220.885,2641792.8154949606,16.0,16.789118376376607,2025-03-22 17:09:54
2022-05-31,2441604.89,2107510.396140122,1662745.9848359786,2568373.999426622,Fitted,2064729.91,2550695.997028938,10.0,16.842080088809972,2025-03-22 17:09:54
2022-06-30,1925807.55,1969417.7078755463,1537648.1617280059,2439245.8265810725,Fitted,2442759.869,2551981.499095772,23.0,17.301918744120503,2025-03-22 17:09:54
2022-07-31,2033204.28,2226941.7931944127,1744811.4271479752,2678992.1795296855,Fitted,1084939.88,2433760.885310133,4.0,12.570365512677654,2025-03-22 17:09:54
2022-08-31,1928347.96,1816460.790941467,1359256.4670916703,2292123.3623160115,Fitted,1887930.45,2462021.6805584575,19.0,13.645041347163389,2025-03-22 17:09:54
2022-09-30,1548099.3,1680142.8273974173,1200752.6748480063,2140099.76275391,Fitted,3137573.98,2685219.925991534,26.0,16.654817134411857,2025-03-22 17:09:54
2022-10-31,1858951.59,1820936.0802752096,1355084.4013416101,2296658.9429459632,Fitted,2047855.362,2527792.1916748015,19.0,16.38497741015371,2025-03-22 17:09:54
2022-11-30,1700787.46,1949293.489518825,1513501.3194618255,2410959.74818219,Fitted,3235523.19,2757696.2859192383,18.0,16.24858646533131,2025-03-22 17:09:54
2022-12-31,2132207.16,1934368.2876642467,1472393.8101174962,2379364.502084865,Fitted,2131180.01,2270045.281201983,26.0,13.959513172135784,2025-03-22 17:09:54
2023-01-31,2556658.3,2140429.4718229994,1667569.9419783324,2587113.533352669,Fitted,2607551.54,2801072.0606657113,14.0,16.195815220837954,2025-03-22 17:09:54
2023-02-28,2066868.09,2023460.9434895425,1579952.6519945292,2466903.0648818095,Fitted,3052788.58,2747212.0888448763,15.0,16.296679313360826,2025-03-22 17:09:54
2023-03-31,2386457.31,2083198.0240194856,1621475.2868527228,2566203.3325161473,Fitted,3042895.71,2916358.007487623,18.0,18.10682827826153,2025-03-22 17:09:54
2023-04-30,2078173.5,2232662.7973419293,1756615.8188935325,2662811.000375965,Fitted,1022852.888,2664646.7379380995,10.0,17.298452468970837,2025-03-22 17:09:54
2023-05-31,2325673.15,2111927.5273621334,1667344.7406676214,2599246.950445908,Fitted,3311208.47,2596116.0127067543,22.0,17.313329537830054,2025-03-22 17:09:54
2023-06-30,1852175.06,1981090.6469791904,1531027.9149336633,2471098.2914029867,Fitted,3080543.12,2579139.2018958083,21.0,17.81831812636274,2025-03-22 17:09:54
2023-07-31,1921717.36,2241613.2833749224,1772132.206727128,2687520.0400675326,Fitted,2217186.32,2471865.369032108,16.0,12.938942947540651,2025-03-22 17:09:54
2023-08-31,1446480.26,1818960.2423819762,1365166.6126944942,2314360.8438250166,Fitted,3877192.63,2500864.1721623265,13.0,14.205209511727137,2025-03-22 17:09:54
2023-09-30,2270045.94,1670919.901518905,1223986.6442824907,2149278.6356181093,Fitted,3221570.367,2732238.475276342,26.0,17.31374147793905,2025-03-22 17:09:54
2023-10-31,1786991.95,1828357.889510387,1364967.4284512803,2277916.064849061,Fitted,3113207.74,2581670.6658044197,22.0,16.775835495579496,2025-03-22 17:09:54
2023-11-30,2000769.8,1962572.2388478909,1501189.5330886154,2402649.7496813266,Fitted,2878958.81,2779665.6465695375,19.0,16.69694703737654,2025-03-22 17:09:54
2023-12-31,2054317.8,1953164.3491397048,1497327.3582564092,2434280.9442813983,Fitted,2104117.68,2301631.1815425004,10.0,14.308312009234989,2025-03-22 17:09:54
2024-01-31,2576562.57,2137188.075349338,1693234.7966324743,2614311.4265073156,Fitted,2843154.1,2825186.669264956,22.0,16.864558955918326,2025-03-22 17:09:54
2024-02-29,2389917.93,2047368.1256694114,1564635.8163774633,2492224.381716919,Fitted,3079523.66,2726796.367647063,22.0,16.89188492552277,2025-03-22 17:09:54
2024-03-31,1613714.32,2091118.5370769077,1620627.8427133749,2491761.176438162,Fitted,2926001.911,2916928.1543654334,23.0,18.66117753315365,2025-03-22 17:09:54
2024-04-30,2487742.59,2229549.9391298406,1750318.5428328146,2714702.7830745564,Fitted,2391873.556,2749672.799091659,22.0,17.73747976891073,2025-03-22 17:09:54
2024-05-31,2581158.45,2122861.7558355853,1668037.3148736206,2570796.1610018713,Fitted,3131958.56,2614021.4937255615,17.0,17.866040711343135,2025-03-22 17:09:54
2024-06-30,1704088.77,1970445.2730292215,1492487.4525715369,2442192.757746284,Fitted,3407866.06,2651778.1919130175,14.0,18.231452272080187,2025-03-22 17:09:54
2024-07-31,2315878.7,2220516.3492417345,1747105.9975018038,2704183.0754782967,Fitted,2726852.25,2512600.792502287,10.0,13.809294494426245,2025-03-22 17:09:54
2024-08-31,1710478.78,1834471.7716771527,1381738.2431054004,2300479.1997597814,Fitted,1792933.271,2539403.308184447,9.0,14.505527102149582,2025-03-22 17:09:54
2024-09-30,1577852.82,1723072.2465318763,1253047.7997124847,2200292.5615739184,Fitted,2967290.695,2745553.5721169375,10.0,17.295172107196656,2025-03-22 17:09:54
2024-10-31,1708064.91,1831253.0883462266,1370209.0316996565,2281872.7805614793,Fitted,2656318.21,2573189.21826316,20.0,17.55862074004371,2025-03-22 17:09:54
2024-11-30,1326014.32,1947164.7373877107,1475830.2165169045,2396575.463136673,Fitted,3417666.784,2866404.8238256723,14.0,17.316631697659584,2025-03-22 17:09:54
2024-12-31,1659811.14,1920060.038276889,1410780.7292524732,2405703.84010047,Fitted,2071062.16,2361746.0616475367,16.0,15.242493481727502,2025-03-22 17:09:54
2025-01-31,2131294.37,2169683.2116823955,1702682.618573682,2625534.1373765427,Fitted,3073348.775,2908029.5895331516,19.0,16.832561314796475,2025-03-22 17:09:54
2025-02-28,2398968.34,2047257.7719224747,1600077.165228101,2489875.680648898,Fitted,3173980.76,2784671.425737976,18.0,17.35124484616613,2025-03-22 17:09:54
2025-03-31,,2096275.5998881396,1628458.0714648482,2557486.2179428865,Forecast,,2968639.731595968,,19.13300314313269,2025-03-22 17:09:54
2025-04-30,,2238560.7606236767,1761924.7260119608,2691825.1980312946,Forecast,,2772936.473898308,,18.24719719238552,2025-03-22 17:09:54
2025-05-31,,2127127.824264374,1671126.0594617915,2550782.7208389747,Forecast,,2659461.3155327835,,18.33806021343671,2025-03-22 17:09:54
2025-06-30,,1981838.5320689294,1534760.4807435467,2432551.592339479,Forecast,,2678995.6696123295,,18.751380942125525,2025-03-22 17:09:54
2025-07-31,,2235878.755789991,1803511.5135492445,2708579.622879188,Forecast,,2550137.4763073367,,14.172266598729921,2025-03-22 17:09:54
2025-08-31,,1837606.8511614455,1349413.3871045464,2273288.4232957684,Forecast,,2577663.2984664952,,15.056846455366335,2025-03-22 17:09:54
2025-09-30,,1713505.908701505,1209980.6762065843,2163826.2626296435,Forecast,,2792449.6196481697,,17.960293507753228,2025-03-22 17:09:54
2025-10-31,,1837873.6029638294,1398289.56629577,2300699.4513521884,Forecast,,2627755.7133644596,,17.9576690951491,2025-03-22 17:09:54
2025-11-30,,1960125.5820759106,1514581.8386548762,2433689.094044499,Forecast,,2889412.4334500385,,17.766930300183226,2025-03-22 17:09:54
2025-12-31,,1939300.4938308306,1481085.0723240725,2403312.247035987,Forecast,,2392885.9660794097,,15.582691794263322,2025-03-22 17:09:54
2026-01-31,,2167236.092956906,1738223.4385953094,2635877.4369708695,Forecast,,2931487.632584764,,17.496828671428403,2025-03-22 17:09:54
2026-02-28,,2047271.417005289,1583424.2865285664,2525139.6738414364,Forecast,,2842883.531354406,,17.808716184010674,2025-03-22 17:09:54
2026-03-31,,2101621.2541728485,1636610.7476073361,2577654.4722556993,Forecast,,3019853.729075074,,19.604083135130004,2025-03-22 17:09:54
2026-04-30,,2247585.7610951588,1793507.10978622,2699400.308681476,Forecast,,2795987.7232912807,,18.756724177475185,2025-03-22 17:09:54
2026-05-31,,2131469.18486695,1688127.588255895,2603257.166322507,Forecast,,2704890.9048252357,,18.809685889907634,2025-03-22 17:09:54
2026-06-30,,1993376.4966022829,1544008.055010057,2456652.3235350754,Forecast,,2706176.406892319,,19.26952454521821,2025-03-22 17:09:54
2026-07-31,,2250900.581921196,1767464.071524201,2727278.797091469,Forecast,,2587955.793106435,,14.537971313776138,2025-03-22 17:09:54
2026-08-31,,1840419.5796682546,1352842.9241396075,2302604.008008386,Forecast,,2616216.588354642,,15.612647148262518,2025-03-22 17:09:54
2026-09-30,,,,,,,2839414.8337878664,,18.622422935510038,2025-03-22 17:09:54
2026-10-31,,,,,,,2681987.099471043,,18.35258321125203,2025-03-22 17:09:54
2026-11-30,,,,,,,2911891.1937153884,,18.216192266428656,2025-03-22 17:09:54
2011-04-30,1489878.86,2160283.222921916,1719558.014313203,2656168.9393461635,Fitted,3629805.06,2202063.017636281,16.0,11.403130517284959,2025-03-22 17:10:01
2011-05-31,1922713.79,2039558.0737197716,1605685.0315097428,2511522.792213413,Fitted,1724956.61,2133532.276861382,8.0,11.417865004787446,2025-03-22 17:10:01
2011-06-30,2378873.09,1908730.9876376651,1441818.8768260907,2355370.5173162413,Fitted,2623665.5,2116555.4510083064,12.0,11.922715611363136,2025-03-22 17:10:01
2011-07-31,1853901.62,2169263.7448110133,1718211.987322635,2624729.8226279416,Fitted,2626410.66,2009281.602601204,9.0,7.043197851184614,2025-03-22 17:10:01
2011-08-31,2024100.54,1746620.8245957205,1303396.8463778084,2192560.2955051903,Fitted,1995629.23,2038280.3901879322,17.0,8.309321834013945,2025-03-22 17:10:01
2011-09-30,1329445.24,1598590.2780336689,1129577.0763225064,2066458.5422171415,Fitted,3465521.97,2269654.6782597713,20.0,11.4177158182668,2025-03-22 17:10:01
2011-10-31,1865240.64,1756038.386513943,1278275.300423155,2221868.5750261513,Fitted,1792970.42,2119086.8531989777,9.0,10.879667258169976,2025-03-22 17:10:01
2011-11-30,2159360.43,1890262.5298729606,1442490.181246005,2355323.5101098935,Fitted,1924099.546,2317081.8188780886,16.0,10.800640821510086,2025-03-22 17:10:01
2011-12-31,1356333.85,1880864.7606536685,1396835.9698768633,2323983.892758927,Fitted,1790695.5,1839047.3382621277,6.0,8.411863215629918,2025-03-22 17:10:01
2012-01-31,1692342.47,2064898.607352335,1576194.6266258573,2539019.5060842675,Fitted,1337685.21,2362602.8103955192,8.0,10.967967584573296,2025-03-22 17:10:01
2012-02-29,2208069.26,1975088.1252265498,1547273.3782440452,2431774.795811049,Fitted,1815549.91,2264212.494194405,13.0,10.995160175002807,2025-03-22 17:10:01
2012-03-31,1909207.0,2018848.657123058,1589428.7009494372,2470571.2886930583,Fitted,2238235.9,2454344.265323682,17.0,12.764310204894283,2025-03-22 17:10:01
2012-04-30,2872070.97,2157289.853054325,1690058.4605649223,2604817.2026861142,Fitted,2064924.92,2287088.8949530832,12.0,11.840474463991121,2025-03-22 17:10:01
2012-05-31,2017235.18,2050611.7901010073,1585589.5603924294,2523810.2318410575,Fitted,1387912.58,2151437.573986682,10.0,11.968892830542368,2025-03-22 17:10:01
2012-06-30,2030150.39,1898205.1011730277,1441714.8151630731,2365878.8367458894,Fitted,2203039.23,2189194.25707727,9.0,12.334166414618434,2025-03-22 17:10:01
2012-07-31,2156175.11,2148286.297726471,1712048.890526099,2616972.069731057,Fitted,1510063.18,2050016.8420663876,12.0,7.911866061082984,2025-03-22 17:10:01
2012-08-31,2104838.76,1762251.8405030426,1352987.2676153753,2230397.5342115634,Fitted,2852607.3,2076819.3421482465,14.0,8.607956092922496,2025-03-22 17:10:01
2012-09-30,1239605.6,1650862.1090205093,1210186.5735728962,2098052.492972366,Fitted,2982185.85,2282969.590939525,8.0,11.397463124750693,2025-03-22 17:10:01
2012-10-31,1813201.08,1759053.070953173,1315653.0454398212,2190547.1341110044,Fitted,1831774.12,2110605.2214395367,9.0,11.660769185270569,2025-03-22 17:10:01
2012-11-30,1964663.18,1874974.5136574,1433811.2317281605,2367806.2251807335,Fitted,3229496.07,2403820.8118609767,14.0,11.418642169666438,2025-03-22 17:10:01
2012-12-31,1705037.78,1847879.9346649505,1374813.2604185888,2327422.6644323156,Fitted,3051046.44,1899162.0340365567,12.0,9.344361381406758,2025-03-22 17:10:01
2013-01-31,1654993.05,2097513.22818869,1642760.7285350556,2564010.746447079,Fitted,1619809.81,2445445.5462761214,10.0,10.934286642148964,2025-03-22 17:10:01
2013-02-28,2364079.84,1975096.9291399273,1528348.5575494175,2470675.5410302887,Fitted,2386270.9,2322087.36839911,11.0,11.452841398778052,2025-03-22 17:10:01
2013-03-31,900197.95,2024124.8771785162,1563403.688448134,2459696.063820754,Fitted,2377410.52,2506055.6586665213,10.0,13.23445712371169,2025-03-22 17:10:01
2013-04-30,2671204.95,2166419.831533074,1704434.1604184706,2659036.841640824,Fitted,2164948.38,2310352.3858811925,13.0,12.34851320002895,2025-03-22 17:10:01
2013-05-31,1656952.45,2054997.0152467268,1578625.8333925589,2486198.835484453,Fitted,1925505.81,2196877.211924995,14.0,12.439233649047654,2025-03-22 17:10:01
2013-06-30,1981714.48,1909717.5166704068,1464931.401583244,2388845.2415488316,Fitted,1754634.66,2216411.5509166527,13.0,12.85241640480071,2025-03-22 17:10:01
2013-07-31,2596199.19,2163767.860388612,1709739.3820258616,2613040.203874986,Fitted,1952435.36,2087553.3421257364,12.0,8.273159489378921,2025-03-22 17:10:01
2013-08-31,2160295.18,1765506.07575732,1278647.7218224108,2184694.8739989,Fitted,2236453.92,2115079.1487987293,8.0,9.157596773988997,2025-03-22 17:10:01
2013-09-30,1513882.32,1641414.9268431384,1195336.1147364215,2093059.5157809008,Fitted,1369729.94,2329865.4549937085,8.0,12.060905853446815,2025-03-22 17:10:01
2013-10-31,1632396.88,1765792.7411026405,1325695.083298059,2209427.0194872664,Fitted,3025887.28,2165171.5332239526,25.0,12.058138868817164,2025-03-22 17:10:01
2013-11-30,2294279.0,1888054.5137604324,1412055.6620847268,2340290.7875947407,Fitted,1421532.25,2426828.238322916,11.0,11.867262100922614,2025-03-22 17:10:01
2013-12-31,2172848.61,1867239.545512501,1415164.2320615826,2362768.6899373094,Fitted,1427626.49,1930301.7554661944,11.0,9.682881022977423,2025-03-22 17:10:01
2014-01-31,1644101.03,2095185.2645126232,1622855.677655196,2530399.082276699,Fitted,3507401.86,2468903.4062073273,10.0,11.596875331162726,2025-03-22 17:10:01
2014-02-28,1641647.36,1975229.7290924168,1534051.233544786,2422201.5111831087,Fitted,1841224.41,2380299.290738606,13.0,11.908634071761924,2025-03-22 17:10:01
2014-03-31,2156105.37,2029589.6861340536,1542811.3242429371,2491128.0854855436,Fitted,3266199.09,2557269.472695065,13.0,13.703858453901196,2025-03-22 17:10:01
2014-04-30,2222263.14,2175563.986482859,1676313.3017588225,2659213.8596011424,Fitted,2358043.45,2333403.4516555946,11.0,12.856361526266348,2025-03-22 17:10:01
2014-05-31,1709731.4,2059457.5301285926,1599335.544305093,2502632.435907802,Fitted,2031113.489,2242306.6174255367,15.0,12.909180669719499,2025-03-22 17:10:01
2014-06-30,2056515.37,1921374.6352670258,1467520.76678418,2357916.3054201766,Fitted,2094661.68,2243592.1042660982,9.0,13.368881355259617,2025-03-22 17:10:01
2014-07-31,2167779.74,2178908.8404356604,1720214.5823926802,2668861.294357539,Fitted,3607457.13,2125371.4747465863,13.0,8.637185555054407,2025-03-22 17:10:01
2014-08-31,2164246.54,1768437.9580325729,1313580.329526453,2215503.3078692327,Fitted,1138014.36,2153632.2542609936,5.0,9.711718820776813,2025-03-22 17:10:01
2014-09-30,1638343.97,1632129.7878915542,1176895.5504822573,2091458.588745286,Fitted,2057333.71,2376830.484467845,13.0,12.721356638254377,2025-03-22 17:10:01
2014-10-31,1643687.01,1772933.1606191134,1326623.5948506186,2217234.279642359,Fitted,3876312.01,2219402.734417241,9.0,12.451374345233129,2025-03-22 17:10:01
2014-11-30,1801718.81,1901300.363307529,1449158.707134894,2354270.4258567025,Fitted,1260767.63,2449306.8133129543,5.0,12.314845430729362,2025-03-22 17:10:01
2014-12-31,2229873.87,1886385.2813458005,1408769.9417175546,2369476.4843098056,Fitted,2534111.84,1961655.79273555,13.0,10.025629568863279,2025-03-22 17:10:01
2015-01-31,1652092.58,2092456.5853975434,1683683.0927070708,2564874.9193904926,Fitted,1956282.453,2492682.556338992,13.0,12.261789048893721,2025-03-22 17:10:01
2015-02-28,1812800.17,1975497.1976125422,1498907.622746894,2419204.180173811,Fitted,3181166.224,2438822.5701927077,12.0,12.36252436971364,2025-03-22 17:10:01
2015-03-31,2280071.14,2035244.3980353188,1564509.466733408,2493490.100843221,Fitted,2792862.4,2607968.4729753607,15.0,14.172530765943913,2025-03-22 17:10:01
2015-04-30,2268000.62,2184718.964802542,1735323.8201270509,2660547.44515746,Fitted,2036438.798,2356257.1880771364,13.0,13.364016986971293,2025-03-22 17:10:01
2015-05-31,2296895.1,2063993.8146312623,1632615.1532212836,2507321.356972516,Fitted,3073630.96,2287726.4469754566,13.0,13.378751487798832,2025-03-22 17:10:01
2015-06-30,2560899.1,1933166.7276115275,1497255.3609016095,2409036.5417152224,Fitted,2293476.359,2270749.6208060747,11.0,13.883602107267214,2025-03-22 17:10:01
2015-07-31,2921974.55,2193699.483815862,1746725.950508101,2647227.081762232,Fitted,2004424.244,2163475.7720720507,6.0,9.004084360412453,2025-03-22 17:10:01
2015-08-31,2162138.14,1771056.5626315407,1295256.5219214037,2221950.67751433,Fitted,2156796.2,2192474.559331839,11.0,10.270208356566231,2025-03-22 17:10:01
2015-09-30,1539331.38,1623026.0151316384,1153774.8406132492,2101449.8575855363,Fitted,2090915.083,2423848.847087343,15.0,13.378602353713877,2025-03-22 17:10:01
2015-10-31,1933027.15,1780464.4658100416,1350438.4809966746,2211153.015544816,Fitted,1500551.648,2273281.0217342507,3.0,12.840681921949145,2025-03-22 17:10:01
2015-11-30,1972425.92,1914679.2629091712,1465416.3602521452,2387958.23547849,Fitted,3941170.846,2471275.987130335,14.0,12.761779480450066,2025-03-22 17:10:01
2015-12-31,1992113.37,1905271.835888076,1414308.5594999904,2343953.8363758493,Fitted,1453386.65,1993241.5062221105,8.0,10.373130002900641,2025-03-22 17:10:01
2016-01-31,2221328.92,2089296.024784727,1578808.9542297113,2548873.4289750257,Fitted,2096546.766,2516796.978063172,17.0,12.929362500177982,2025-03-22 17:10:01
2016-02-29,1660954.45,1999476.507941057,1570457.576220891,2478934.735479273,Fitted,1648925.19,2418406.6615885952,10.0,12.956674952595355,2025-03-22 17:10:01
2016-03-31,1940317.92,2043226.2987588844,1568396.0315070546,2517808.797013956,Fitted,2296818.55,2608538.4324086737,10.0,14.725967482647754,2025-03-22 17:10:01
2016-04-30,1900619.06,2181657.1002410688,1687904.7984225077,2643718.1222853377,Fitted,2330669.011,2441283.061749438,9.0,13.802269643329685,2025-03-22 17:10:01
2016-05-31,1813296.63,2074968.2963570803,1631607.6182376542,2513124.759316817,Fitted,2193039.19,2305631.7404849897,18.0,13.930830508184028,2025-03-22 17:10:01
2016-06-30,1741400.85,1922551.2129800757,1427656.024475627,2382016.696875153,Fitted,1764802.379,2343388.4232868757,12.0,14.296241993845134,2025-03-22 17:10:01
2016-07-31,2389991.23,2172621.6686028335,1715930.704531352,2646491.812273838,Fitted,2944021.215,2204211.007978017,6.0,9.874084138612531,2025-03-22 17:10:01
2016-08-31,1360454.62,1786576.46053721,1307540.3598106832,2277226.1359319603,Fitted,2234798.69,2231013.5229886617,5.0,10.570316713808507,2025-03-22 17:10:01
2016-09-30,2130952.88,1675176.3252294296,1208848.9168381447,2138849.1449958007,Fitted,1559861.258,2437163.786271382,8.0,13.359961687379569,2025-03-22 17:10:01
2016-10-31,1560746.86,1783356.5365426855,1302813.198598623,2246687.258746246,Fitted,1926779.928,2264799.4317460437,13.0,13.623410287699931,2025-03-22 17:10:01
2016-11-30,1751660.08,1899267.5754217329,1459558.9179839622,2370611.399859138,Fitted,3566603.692,2558015.036658953,16.0,13.38142121383842,2025-03-22 17:10:01
2016-12-31,1247216.95,1872162.2458098563,1391243.405219045,2326473.112749,Fitted,1766605.264,2053356.2738091806,15.0,11.307282965379482,2025-03-22 17:10:01
2017-01-31,2283660.72,2121784.788714219,1680028.409782945,2580943.7276520655,Fitted,3084823.166,2599639.801023328,14.0,12.897350765922315,2025-03-22 17:10:01
2017-02-28,2065107.68,1999358.779090698,1572664.312984395,2464243.5360544245,Fitted,1569254.32,2476281.6367289233,8.0,13.416034272302511,2025-03-22 17:10:01
2017-03-31,1561699.4,2048375.9761357633,1615426.8230327212,2507064.2815070525,Fitted,1270808.493,2660249.942034658,6.0,15.197792541603157,2025-03-22 17:10:01
2017-04-30,1501834.04,2190660.526303009,1762542.3162376354,2632344.508242729,Fitted,2755812.218,2464546.683802391,13.0,14.311986564082524,2025-03-22 17:10:01
2017-05-31,2452080.04,2079226.9590232072,1595869.1876296087,2544778.821999963,Fitted,2387869.87,2351071.5248843157,21.0,14.402849557467505,2025-03-22 17:10:01
2017-06-30,1977013.09,1933937.0562595632,1481132.3806238752,2396449.492739139,Fitted,2397063.113,2370605.8784290208,12.0,14.81617025938267,2025-03-22 17:10:01
2017-07-31,2556370.52,2187976.648874034,1725147.9466592602,2636072.661393353,Fitted,3006947.783,2241747.6845254223,22.0,10.237055891075967,2025-03-22 17:10:01
2017-08-31,1885803.17,1789704.1131388214,1352242.6516600542,2254935.0740261697,Fitted,2672625.422,2269273.506085856,9.0,11.12163572280229,2025-03-22 17:10:01
2017-09-30,1953280.92,1665602.5599304703,1230657.8698361937,2179969.5707863383,Fitted,1497327.189,2484059.826688179,7.0,14.025082751082977,2025-03-22 17:10:01
2017-10-31,1746813.75,1789969.6230861982,1351287.3966294874,2253451.9358497853,Fitted,2256027.323,2319365.919805861,10.0,14.022458313567865,2025-03-22 17:10:01
2017-11-30,1606243.9,1912220.991449944,1440724.4381825908,2386200.931122137,Fitted,2090420.503,2581022.6393120363,10.0,13.831719494494877,2025-03-22 17:10:01
2017-12-31,1625741.69,1891395.2721505382,1434514.9202794135,2339104.419338131,Fitted,1267262.348,2084496.1713256694,8.0,11.647480963393278,2025-03-22 17:10:01
2018-01-31,2697441.94,2119330.2402222464,1682148.2010063396,2553086.9684440573,Fitted,3167225.47,2623097.8372152112,10.0,13.561617815377502,2025-03-22 17:10:01
2018-02-28,1615646.79,1999364.9942862035,1561436.7848770188,2448994.868929983,Fitted,3607562.054,2534493.735428801,14.0,13.87350530521269,2025-03-22 17:10:01
2018-03-31,2145538.1,2053714.200399496,1599362.007074864,2524588.8795039565,Fitted,2431429.333,2711463.9325335743,13.0,15.668872231149995,2025-03-22 17:10:01
2018-04-30,2153008.87,2199678.096624112,1735314.875601918,2644960.14944591,Fitted,3239678.403,2487597.9261539807,20.0,14.821513249124965,2025-03-22 17:10:01
2018-05-31,2101930.5,2083560.8893855691,1644171.8823554183,2569924.130538485,Fitted,2203610.271,2396501.10697355,11.0,14.874474936487877,2025-03-22 17:10:01
2018-06-30,2097268.44,1945467.5904660905,1471106.4399516738,2385389.4064397826,Fitted,1983393.376,2397786.6083493535,19.0,15.334313567532195,2025-03-22 17:10:01
2018-07-31,2592867.81,2202991.0447747223,1751925.8669778393,2686313.4090832807,Fitted,1510168.665,2279565.9938492775,8.0,10.60276031101895,2025-03-22 17:10:01
2018-08-31,2015054.33,1792509.4115117572,1320835.384694623,2242888.978385468,Fitted,2221267.368,2307826.7883831607,19.0,11.677436120431185,2025-03-22 17:10:01
2018-09-30,1222470.6,1656190.8373128974,1155763.0432756552,2117043.170801716,Fitted,2877683.088,2531025.0331250057,18.0,14.687211883413475,2025-03-22 17:10:01
2018-10-31,2249711.87,1796983.4591803765,1338159.4098001327,2284503.5164042735,Fitted,2263179.778,2373597.29809402,18.0,14.417372134084047,2025-03-22 17:10:01
2018-11-30,1939409.96,1925340.2577133104,1475021.7415604813,2387701.9828860853,Fitted,1731484.64,2603501.3916361798,5.0,14.280981166147884,2025-03-22 17:10:01
2018-12-31,1482792.84,1910414.4247907475,1450888.3074943488,2396271.0040650186,Fitted,2767227.89,2115850.3861934803,11.0,11.991907849070712,2025-03-22 17:10:01
